1522110521.823234000	0.286018	1412	0
1522110521.823237000	0.286021	1412	0
1522110521.823239000	0.286023	1412	0
1522110521.823242000	0.286026	64	0
1522110521.823372000	0.286156	113	1
1522110521.823425000	0.286209	100	1
1522110521.823482000	0.286266	100	1
1522110521.825231000	0.288015	1412	0
1522110521.825235000	0.288019	1412	0
1522110521.825239000	0.288023	1412	0
1522110521.825242000	0.288026	1412	0
1522110521.825501000	0.288285	100	1
1522110521.825550000	0.288334	100	1
1522110521.826225000	0.289009	1412	0
1522110521.826228000	0.289012	1412	0
1522110521.826538000	0.289322	100	1
1522110521.827222000	0.290006	1412	0
1522110521.827225000	0.290009	1412	0
1522110521.827572000	0.290356	100	1
1522110521.828227000	0.291011	1412	0
1522110521.828229000	0.291013	1412	0
1522110521.828232000	0.291016	1412	0
1522110521.828234000	0.291018	1412	0
1522110521.828378000	0.291162	100	1
1522110521.828431000	0.291215	100	1
1522110521.829221000	0.292005	1412	0
1522110521.830226000	0.29301	1412	0
1522110521.830230000	0.293014	1412	0
1522110521.830233000	0.293017	1412	0
1522110521.830236000	0.29302	1412	0
1522110521.830240000	0.293024	1412	0
1522110521.830414000	0.293198	100	1
1522110521.830467000	0.293251	100	1
1522110521.830511000	0.293295	100	1
1522110521.831227000	0.294011	1412	0
1522110521.831230000	0.294014	1412	0
1522110521.831233000	0.294017	1412	0
1522110521.832232000	0.295016	1412	0
1522110521.832234000	0.295018	1412	0
1522110521.832237000	0.295021	1412	0
1522110521.832240000	0.295024	1412	0
1522110521.833226000	0.29601	1412	0
1522110521.833229000	0.296013	1412	0
1522110521.834521000	0.297305	100	1
1522110521.834581000	0.297365	100	1
1522110521.834659000	0.297443	100	1
1522110521.834706000	0.29749	100	1
1522110521.835228000	0.298012	1412	0
1522110521.835230000	0.298014	1412	0
1522110521.835233000	0.298017	1412	0
1522110521.835235000	0.298019	1412	0
1522110521.835238000	0.298022	1412	0
1522110521.835240000	0.298024	1412	0
1522110521.835370000	0.298154	100	1
1522110521.835414000	0.298198	100	1
1522110521.835457000	0.298241	100	1
1522110521.836229000	0.299013	1412	0
1522110521.836231000	0.299015	1412	0
1522110521.836234000	0.299018	1412	0
1522110521.836237000	0.299021	1412	0
1522110521.836240000	0.299024	1412	0
1522110521.836242000	0.299026	1412	0
1522110521.836246000	0.29903	1412	0
1522110521.836248000	0.299032	1412	0
1522110521.836251000	0.299035	772	0
1522110521.836254000	0.299038	1412	0
1522110521.836367000	0.299151	100	1
1522110521.836417000	0.299201	113	1
1522110521.836465000	0.299249	100	1
1522110521.836507000	0.299291	100	1
1522110521.836554000	0.299338	100	1
1522110521.837223000	0.300007	1412	0
1522110521.837226000	0.30001	1412	0
1522110521.837229000	0.300013	1412	0
1522110521.838230000	0.301014	1412	0
1522110521.838233000	0.301017	1412	0
1522110521.838235000	0.301019	1412	0
1522110521.838237000	0.301021	1412	0
1522110521.838241000	0.301025	64	0
1522110521.838243000	0.301027	1412	0
1522110521.838245000	0.301029	1412	0
1522110521.838247000	0.301031	1412	0
1522110521.838249000	0.301033	1412	0
1522110521.839229000	0.302013	1412	0
1522110521.839231000	0.302015	1412	0
1522110521.839234000	0.302018	1412	0
1522110521.839236000	0.30202	1412	0
1522110521.839367000	0.302151	100	1
1522110521.839419000	0.302203	100	1
1522110521.839461000	0.302245	100	1
1522110521.839506000	0.30229	100	1
1522110521.840223000	0.303007	1412	0
1522110521.840226000	0.30301	1412	0
1522110521.840508000	0.303292	124	1
1522110521.841227000	0.304011	1412	0
1522110521.841230000	0.304014	1412	0
1522110521.841232000	0.304016	1412	0
1522110521.841234000	0.304018	1412	0
1522110521.841236000	0.30402	1412	0
1522110521.841238000	0.304022	1412	0
1522110521.842228000	0.305012	1412	0
1522110521.842230000	0.305014	1412	0
1522110521.842233000	0.305017	1412	0
1522110521.842235000	0.305019	1412	0
1522110521.842237000	0.305021	1412	0
1522110521.842239000	0.305023	1412	0
1522110521.842242000	0.305026	1412	0
1522110521.842476000	0.30526	124	1
1522110521.843222000	0.306006	1412	0
1522110521.843224000	0.306008	1412	0
1522110521.844223000	0.307007	1412	0
1522110521.844226000	0.30701	1412	0
1522110521.844229000	0.307013	1412	0
1522110521.845222000	0.308006	1412	0
1522110521.845225000	0.308009	1412	0
1522110521.845227000	0.308011	1412	0
1522110521.845229000	0.308013	1412	0
1522110521.845377000	0.308161	124	1
1522110521.846222000	0.309006	1412	0
1522110521.846225000	0.309009	1412	0
1522110521.846227000	0.309011	1412	0
1522110521.847228000	0.310012	1412	0
1522110521.847231000	0.310015	1412	0
1522110521.847234000	0.310018	1412	0
1522110521.847237000	0.310021	1412	0
1522110521.847240000	0.310024	1412	0
1522110521.847243000	0.310027	1412	0
1522110521.847246000	0.31003	1412	0
1522110521.847249000	0.310033	1412	0
1522110521.848224000	0.311008	1412	0
1522110521.848228000	0.311012	1412	0
1522110521.848230000	0.311014	1412	0
1522110521.848233000	0.311017	1412	0
1522110521.849743000	0.312527	124	1
1522110521.850228000	0.313012	1412	0
1522110521.850231000	0.313015	1412	0
1522110521.850234000	0.313018	1412	0
1522110521.850237000	0.313021	64	0
1522110521.851234000	0.314018	1412	0
1522110521.851237000	0.314021	1412	0
1522110521.851240000	0.314024	1412	0
1522110521.851244000	0.314028	1412	0
1522110521.851247000	0.314031	1412	0
1522110521.852236000	0.31502	1412	0
1522110521.852239000	0.315023	1412	0
1522110521.852242000	0.315026	1412	0
1522110521.852245000	0.315029	1412	0
1522110521.852247000	0.315031	1412	0
1522110521.852250000	0.315034	1412	0
1522110521.852252000	0.315036	1412	0
1522110521.852255000	0.315039	1412	0
1522110521.852258000	0.315042	1412	0
1522110521.852260000	0.315044	1412	0
1522110521.852308000	0.315092	115	1
1522110521.853229000	0.316013	124	1
1522110521.853229000	0.316013	1412	0
1522110521.853232000	0.316016	1412	0
1522110521.853235000	0.316019	1412	0
1522110521.853238000	0.316022	1412	0
1522110521.853240000	0.316024	1412	0
1522110521.853243000	0.316027	1412	0
1522110521.853245000	0.316029	1412	0
1522110521.853409000	0.316193	124	1
1522110521.854224000	0.317008	1412	0
1522110521.854226000	0.31701	1412	0
1522110521.854229000	0.317013	1412	0
1522110521.854230000	0.317014	1412	0
1522110521.855229000	0.318013	1412	0
1522110521.855232000	0.318016	1412	0
1522110521.855234000	0.318018	1412	0
1522110521.855236000	0.31802	1412	0
1522110521.855239000	0.318023	1412	0
1522110521.855242000	0.318026	1412	0
1522110521.855245000	0.318029	1412	0
1522110521.855248000	0.318032	1412	0
1522110521.855938000	0.318722	124	1
1522110521.856230000	0.319014	1412	0
1522110521.856232000	0.319016	1412	0
1522110521.856235000	0.319019	1412	0
1522110521.856238000	0.319022	1412	0
1522110521.856241000	0.319025	1412	0
1522110521.856243000	0.319027	1412	0
1522110521.856246000	0.31903	1412	0
1522110521.856249000	0.319033	1412	0
1522110521.856251000	0.319035	1412	0
1522110521.856253000	0.319037	1412	0
1522110521.856388000	0.319172	124	1
1522110521.856871000	0.319655	1412	0
1522110521.856874000	0.319658	1412	0
1522110521.856877000	0.319661	1412	0
1522110521.856879000	0.319663	1412	0
1522110521.856881000	0.319665	1412	0
1522110521.856884000	0.319668	1412	0
1522110521.856887000	0.319671	64	0
1522110521.856888000	0.319672	1412	0
1522110521.856892000	0.319676	1412	0
1522110521.856894000	0.319678	1412	0
1522110521.856943000	0.319727	1412	0
1522110521.857068000	0.319852	124	1
1522110521.857223000	0.320007	1412	0
1522110521.857225000	0.320009	1412	0
1522110521.857228000	0.320012	1412	0
1522110521.857339000	0.320123	124	1
1522110521.857497000	0.320281	1412	0
1522110521.857500000	0.320284	1412	0
1522110521.857502000	0.320286	1412	0
1522110521.857560000	0.320344	1412	0
1522110521.858229000	0.321013	1412	0
1522110521.858232000	0.321016	1412	0
1522110521.858234000	0.321018	1412	0
1522110521.858237000	0.321021	1412	0
1522110521.858239000	0.321023	1412	0
1522110521.858242000	0.321026	1412	0
1522110521.858245000	0.321029	1412	0
1522110521.858247000	0.321031	1412	0
1522110521.858251000	0.321035	1412	0
1522110521.858254000	0.321038	1412	0
1522110521.858440000	0.321224	124	1
1522110521.859040000	0.321824	1412	0
1522110521.859042000	0.321826	1412	0
1522110521.859044000	0.321828	1412	0
1522110521.859046000	0.32183	1412	0
1522110521.859049000	0.321833	1412	0
1522110521.859051000	0.321835	1412	0
1522110521.859054000	0.321838	1412	0
1522110521.859056000	0.32184	989	0
1522110521.859058000	0.321842	1412	0
1522110521.859223000	0.322007	137	1
1522110521.859446000	0.32223	1412	0
1522110521.859606000	0.32239	1412	0
1522110521.860226000	0.32301	1412	0
1522110521.860228000	0.323012	1412	0
1522110521.860230000	0.323014	1412	0
1522110521.860233000	0.323017	1412	0
1522110521.860235000	0.323019	1412	0
1522110521.860237000	0.323021	1412	0
1522110521.860392000	0.323176	124	1
1522110521.860584000	0.323368	1412	0
1522110521.860587000	0.323371	1412	0
1522110521.863259000	0.326043	103	1
1522110521.864216000	0.327	1412	0
1522110521.864221000	0.327005	1412	0
1522110521.864223000	0.327007	1412	0
1522110521.864226000	0.32701	1412	0
1522110521.864229000	0.327013	1412	0
1522110521.865233000	0.328017	1412	0
1522110521.865236000	0.32802	1412	0
1522110521.865239000	0.328023	1412	0
1522110521.865242000	0.328026	1412	0
1522110521.865245000	0.328029	1412	0
1522110521.865248000	0.328032	64	0
1522110521.865250000	0.328034	1412	0
1522110521.865252000	0.328036	1412	0
1522110521.865255000	0.328039	1412	0
1522110521.865258000	0.328042	1412	0
1522110521.866227000	0.329011	1412	0
1522110521.866229000	0.329013	1412	0
1522110521.866231000	0.329015	1412	0
1522110521.866234000	0.329018	1412	0
1522110521.866236000	0.32902	1412	0
1522110521.866239000	0.329023	1412	0
1522110521.867234000	0.330018	1412	0
1522110521.867237000	0.330021	1412	0
1522110521.867240000	0.330024	1412	0
1522110521.867243000	0.330027	1412	0
1522110521.867245000	0.330029	1412	0
1522110521.867248000	0.330032	1412	0
1522110521.867251000	0.330035	1412	0
1522110521.867253000	0.330037	1412	0
1522110521.867255000	0.330039	1412	0
1522110521.867258000	0.330042	1412	0
1522110521.867553000	0.330337	124	1
1522110521.867719000	0.330503	125	1
1522110521.867875000	0.330659	125	1
1522110521.868238000	0.331022	1412	0
1522110521.868242000	0.331026	1412	0
1522110521.868245000	0.331029	1412	0
1522110521.868248000	0.331032	1412	0
1522110521.868251000	0.331035	1412	0
1522110521.868255000	0.331039	1412	0
1522110521.868257000	0.331041	1412	0
1522110521.868260000	0.331044	1412	0
1522110521.868263000	0.331047	1412	0
1522110521.868267000	0.331051	1412	0
1522110521.868336000	0.33112	1412	0
1522110521.868339000	0.331123	1412	0
1522110521.868343000	0.331127	1412	0
1522110521.868346000	0.33113	1412	0
1522110521.868349000	0.331133	1412	0
1522110521.868352000	0.331136	1412	0
1522110521.868355000	0.331139	1412	0
1522110521.868358000	0.331142	1412	0
1522110521.868362000	0.331146	1412	0
1522110521.868365000	0.331149	1412	0
1522110521.868403000	0.331187	1412	0
1522110521.868406000	0.33119	1412	0
1522110521.868409000	0.331193	1412	0
1522110521.868412000	0.331196	1412	0
1522110521.868415000	0.331199	1412	0
1522110521.868418000	0.331202	1412	0
1522110521.868421000	0.331205	1412	0
1522110521.868424000	0.331208	1412	0
1522110521.868427000	0.331211	1412	0
1522110521.868431000	0.331215	1412	0
1522110521.868466000	0.33125	64	0
1522110521.868467000	0.331251	1412	0
1522110521.868471000	0.331255	1412	0
1522110521.868474000	0.331258	1412	0
1522110521.868477000	0.331261	1412	0
1522110521.868481000	0.331265	1412	0
1522110521.869234000	0.332018	1412	0
1522110521.869239000	0.332023	1412	0
1522110521.869242000	0.332026	1412	0
1522110521.869244000	0.332028	1412	0
1522110521.869247000	0.332031	1412	0
1522110521.869250000	0.332034	1412	0
1522110521.869254000	0.332038	1412	0
1522110521.869257000	0.332041	1412	0
1522110521.869260000	0.332044	1412	0
1522110521.870106000	0.33289	125	1
1522110521.870231000	0.333015	1412	0
1522110521.870234000	0.333018	1412	0
1522110521.870236000	0.33302	1412	0
1522110521.870239000	0.333023	1412	0
1522110521.870241000	0.333025	1412	0
1522110521.870244000	0.333028	1412	0
1522110521.870246000	0.33303	1412	0
1522110521.870249000	0.333033	1412	0
1522110521.870251000	0.333035	1412	0
1522110521.870254000	0.333038	1412	0
1522110521.870276000	0.33306	125	1
1522110521.870460000	0.333244	125	1
1522110521.870879000	0.333663	125	1
1522110521.871032000	0.333816	125	1
1522110521.871231000	0.334015	1412	0
1522110521.871235000	0.334019	1412	0
1522110521.871238000	0.334022	1412	0
1522110521.871240000	0.334024	1412	0
1522110521.871243000	0.334027	1412	0
1522110521.871246000	0.33403	1412	0
1522110521.871250000	0.334034	1412	0
1522110521.871252000	0.334036	1412	0
1522110521.871255000	0.334039	1412	0
1522110521.871258000	0.334042	1412	0
1522110521.871907000	0.334691	125	1
1522110521.872229000	0.335013	1412	0
1522110521.872232000	0.335016	1412	0
1522110521.872235000	0.335019	1412	0
1522110521.872237000	0.335021	1412	0
1522110521.872241000	0.335025	1412	0
1522110521.872245000	0.335029	1412	0
1522110521.872248000	0.335032	1412	0
1522110521.872252000	0.335036	1412	0
1522110521.872444000	0.335228	125	1
1522110521.873249000	0.336033	1412	0
1522110521.873251000	0.336035	1412	0
1522110521.873254000	0.336038	1412	0
1522110521.873256000	0.33604	1412	0
1522110521.873259000	0.336043	1412	0
1522110521.873261000	0.336045	1412	0
1522110521.874231000	0.337015	1412	0
1522110521.874234000	0.337018	1412	0
1522110521.874236000	0.33702	64	0
1522110521.874238000	0.337022	1412	0
1522110521.874241000	0.337025	1412	0
1522110521.874243000	0.337027	389	0
1522110521.874245000	0.337029	1412	0
1522110521.874248000	0.337032	1412	0
1522110521.874251000	0.337035	1412	0
1522110521.874477000	0.337261	125	1
1522110521.874847000	0.337631	1412	0
1522110521.874850000	0.337634	1412	0
1522110521.874852000	0.337636	1412	0
1522110521.874854000	0.337638	1412	0
1522110521.874992000	0.337776	125	1
1522110521.875224000	0.338008	1412	0
1522110521.875226000	0.33801	1412	0
1522110521.875738000	0.338522	1412	0
1522110521.875741000	0.338525	1412	0
1522110521.875743000	0.338527	1412	0
1522110521.875746000	0.33853	1412	0
1522110521.876199000	0.338983	1412	0
1522110521.876201000	0.338985	1412	0
1522110521.876204000	0.338988	1412	0
1522110521.876376000	0.33916	1412	0
1522110521.876439000	0.339223	125	1
1522110521.877227000	0.340011	1412	0
1522110521.877231000	0.340015	1412	0
1522110521.877233000	0.340017	1412	0
1522110521.877236000	0.34002	1412	0
1522110521.877239000	0.340023	1412	0
1522110521.877241000	0.340025	1412	0
1522110521.878230000	0.341014	1412	0
1522110521.878233000	0.341017	950	0
1522110521.878235000	0.341019	1412	0
1522110521.878238000	0.341022	1412	0
1522110521.878240000	0.341024	1412	0
1522110521.878242000	0.341026	1412	0
1522110521.879225000	0.342009	125	1
1522110521.879231000	0.342015	1412	0
1522110521.879234000	0.342018	1412	0
1522110521.879236000	0.34202	1412	0
1522110521.879238000	0.342022	1412	0
1522110521.879240000	0.342024	1412	0
1522110521.879243000	0.342027	1412	0
1522110521.879245000	0.342029	1412	0
1522110521.880229000	0.343013	1412	0
1522110521.880231000	0.343015	1412	0
1522110521.880234000	0.343018	1412	0
1522110521.880236000	0.34302	1412	0
1522110521.880239000	0.343023	1412	0
1522110521.880241000	0.343025	1412	0
1522110521.880244000	0.343028	1412	0
1522110521.880371000	0.343155	125	1
1522110521.880621000	0.343405	1412	0
1522110521.881229000	0.344013	1412	0
1522110521.881231000	0.344015	1412	0
1522110521.881234000	0.344018	1412	0
1522110521.881236000	0.34402	64	0
1522110521.881238000	0.344022	1412	0
1522110521.881240000	0.344024	1412	0
1522110521.881242000	0.344026	930	0
1522110521.881385000	0.344169	125	1
1522110521.881756000	0.34454	1412	0
1522110521.881759000	0.344543	1412	0
1522110521.881762000	0.344546	1412	0
1522110521.882226000	0.34501	1412	0
1522110521.882228000	0.345012	1412	0
1522110521.882230000	0.345014	1412	0
1522110521.882418000	0.345202	1412	0
1522110521.882502000	0.345286	125	1
1522110521.883228000	0.346012	1412	0
1522110521.883230000	0.346014	1412	0
1522110521.883233000	0.346017	1412	0
1522110521.883236000	0.34602	1412	0
1522110521.883238000	0.346022	1412	0
1522110521.883241000	0.346025	1412	0
1522110521.883561000	0.346345	1412	0
1522110521.883563000	0.346347	1412	0
1522110521.883670000	0.346454	1412	0
1522110521.883827000	0.346611	1412	0
1522110521.883906000	0.34669	138	1
1522110521.883928000	0.346712	1412	0
1522110521.884147000	0.346931	1412	0
1522110521.884223000	0.347007	1412	0
1522110521.884423000	0.347207	1412	0
1522110521.885227000	0.348011	1412	0
1522110521.885229000	0.348013	1412	0
1522110521.885232000	0.348016	1412	0
1522110521.885234000	0.348018	930	0
1522110521.885236000	0.34802	1412	0
1522110521.885387000	0.348171	1412	0
1522110521.885455000	0.348239	125	1
1522110521.885735000	0.348519	1412	0
1522110521.885738000	0.348522	1412	0
1522110521.885844000	0.348628	1412	0
1522110521.885942000	0.348726	1412	0
1522110521.886158000	0.348942	1412	0
1522110521.886161000	0.348945	1412	0
1522110521.886362000	0.349146	1412	0
1522110521.886681000	0.349465	1412	0
1522110521.886775000	0.349559	1412	0
1522110521.886859000	0.349643	1412	0
1522110521.886965000	0.349749	125	1
1522110521.887225000	0.350009	1412	0
1522110521.887228000	0.350012	1412	0
1522110521.888240000	0.351024	1412	0
1522110521.888244000	0.351028	1412	0
1522110521.888247000	0.351031	1412	0
1522110521.888251000	0.351035	1412	0
1522110521.889234000	0.352018	1412	0
1522110521.889238000	0.352022	1412	0
1522110521.889241000	0.352025	1412	0
1522110521.889243000	0.352027	1412	0
1522110521.889246000	0.35203	64	0
1522110521.889248000	0.352032	1412	0
1522110521.889251000	0.352035	1412	0
1522110521.889253000	0.352037	947	0
1522110521.889436000	0.35222	125	1
1522110521.890229000	0.353013	1412	0
1522110521.890234000	0.353018	1412	0
1522110521.890236000	0.35302	1412	0
1522110521.890239000	0.353023	1412	0
1522110521.890241000	0.353025	1412	0
1522110521.890243000	0.353027	1412	0
1522110521.890246000	0.35303	1412	0
1522110521.890425000	0.353209	125	1
1522110521.891232000	0.354016	1412	0
1522110521.891235000	0.354019	1412	0
1522110521.891238000	0.354022	1412	0
1522110521.891240000	0.354024	1412	0
1522110521.891242000	0.354026	1412	0
1522110521.891244000	0.354028	1412	0
1522110521.891248000	0.354032	1412	0
1522110521.892229000	0.355013	1412	0
1522110521.892232000	0.355016	1412	0
1522110521.892234000	0.355018	1412	0
1522110521.892236000	0.35502	1412	0
1522110521.892238000	0.355022	1412	0
1522110521.892241000	0.355025	1412	0
1522110521.892368000	0.355152	125	1
1522110521.892521000	0.355305	1412	0
1522110521.893228000	0.356012	1412	0
1522110521.893231000	0.356015	1412	0
1522110521.893233000	0.356017	1412	0
1522110521.893235000	0.356019	930	0
1522110521.893237000	0.356021	1412	0
1522110521.893239000	0.356023	1412	0
1522110521.893383000	0.356167	125	1
1522110521.894227000	0.357011	1412	0
1522110521.894229000	0.357013	1412	0
1522110521.894231000	0.357015	1412	0
1522110521.894234000	0.357018	1412	0
1522110521.894236000	0.35702	1412	0
1522110521.894238000	0.357022	1412	0
1522110521.894475000	0.357259	1412	0
1522110521.894477000	0.357261	1412	0
1522110521.894566000	0.35735	1412	0
1522110521.895229000	0.358013	1412	0
1522110521.895232000	0.358016	1412	0
1522110521.895234000	0.358018	1412	0
1522110521.895313000	0.358097	125	1
1522110521.896227000	0.359011	1412	0
1522110521.896230000	0.359014	1412	0
1522110521.896234000	0.359018	1412	0
1522110521.896237000	0.359021	1412	0
1522110521.896240000	0.359024	1412	0
1522110521.896243000	0.359027	1412	0
1522110521.896245000	0.359029	1412	0
1522110521.897231000	0.360015	1412	0
1522110521.897234000	0.360018	64	0
1522110521.897235000	0.360019	1412	0
1522110521.897238000	0.360022	1412	0
1522110521.897240000	0.360024	964	0
1522110521.897243000	0.360027	1412	0
1522110521.897245000	0.360029	1412	0
1522110521.897392000	0.360176	125	1
1522110521.897730000	0.360514	1412	0
1522110521.897733000	0.360517	1412	0
1522110521.897735000	0.360519	1412	0
1522110521.897738000	0.360522	1412	0
1522110521.898228000	0.361012	1412	0
1522110521.898231000	0.361015	1412	0
1522110521.898234000	0.361018	1412	0
1522110521.898237000	0.361021	1412	0
1522110521.898430000	0.361214	125	1
1522110521.899229000	0.362013	1412	0
1522110521.899231000	0.362015	1412	0
1522110521.899234000	0.362018	1412	0
1522110521.899235000	0.362019	1412	0
1522110521.899237000	0.362021	1412	0
1522110521.899240000	0.362024	1412	0
1522110521.900229000	0.363013	1412	0
1522110521.900231000	0.363015	1412	0
1522110521.900234000	0.363018	1412	0
1522110521.900236000	0.36302	1412	0
1522110521.900239000	0.363023	1412	0
1522110521.900241000	0.363025	1412	0
1522110521.900347000	0.363131	125	1
1522110521.900492000	0.363276	1412	0
1522110521.900495000	0.363279	1412	0
1522110521.900497000	0.363281	959	0
1522110521.901226000	0.36401	1412	0
1522110521.901228000	0.364012	1412	0
1522110521.901231000	0.364015	1412	0
1522110521.901378000	0.364162	125	1
1522110521.901414000	0.364198	1412	0
1522110521.901416000	0.3642	1412	0
1522110521.901418000	0.364202	1412	0
1522110521.902226000	0.36501	1412	0
1522110521.902228000	0.365012	1412	0
1522110521.902231000	0.365015	1412	0
1522110521.902234000	0.365018	1412	0
1522110521.902237000	0.365021	1412	0
1522110521.902367000	0.365151	1412	0
1522110521.902461000	0.365245	125	1
1522110521.902481000	0.365265	1412	0
1522110521.903229000	0.366013	1412	0
1522110521.903231000	0.366015	1412	0
1522110521.903234000	0.366018	1412	0
1522110521.903235000	0.366019	1412	0
1522110521.903417000	0.366201	1412	0
1522110521.903420000	0.366204	1412	0
1522110521.903614000	0.366398	1412	0
1522110521.904226000	0.36701	1412	0
1522110521.904229000	0.367013	1412	0
1522110521.904231000	0.367015	64	0
1522110521.904232000	0.367016	1412	0
1522110521.904316000	0.3671	125	1
1522110521.904376000	0.36716	1412	0
1522110521.904379000	0.367163	930	0
1522110521.904514000	0.367298	1412	0
1522110521.904668000	0.367452	1412	0
1522110521.904748000	0.367532	1412	0
1522110521.904831000	0.367615	1412	0
1522110521.905226000	0.36801	1412	0
1522110521.906232000	0.369016	1412	0
1522110521.906234000	0.369018	1412	0
1522110521.906237000	0.369021	1412	0
1522110521.906238000	0.369022	1412	0
1522110521.906243000	0.369027	1412	0
1522110521.906246000	0.36903	1412	0
1522110521.906251000	0.369035	1412	0
1522110521.906254000	0.369038	1412	0
1522110521.906419000	0.369203	125	1
1522110521.907230000	0.370014	1412	0
1522110521.907232000	0.370016	1412	0
1522110521.907235000	0.370019	1412	0
1522110521.907237000	0.370021	1412	0
1522110521.907239000	0.370023	1412	0
1522110521.907241000	0.370025	1412	0
1522110521.907410000	0.370194	125	1
1522110521.908229000	0.371013	1412	0
1522110521.908231000	0.371015	1412	0
1522110521.908233000	0.371017	1412	0
1522110521.908235000	0.371019	1412	0
1522110521.908237000	0.371021	1412	0
1522110521.908239000	0.371023	930	0
1522110521.908243000	0.371027	1412	0
1522110521.909240000	0.372024	1412	0
1522110521.909243000	0.372027	1412	0
1522110521.909245000	0.372029	1412	0
1522110521.909248000	0.372032	1412	0
1522110521.909250000	0.372034	1412	0
1522110521.909252000	0.372036	1412	0
1522110521.909255000	0.372039	1412	0
1522110521.909351000	0.372135	125	1
1522110521.909682000	0.372466	1412	0
1522110521.909685000	0.372469	1412	0
1522110521.909851000	0.372635	1412	0
1522110521.910227000	0.373011	1412	0
1522110521.910230000	0.373014	1412	0
1522110521.910232000	0.373016	1412	0
1522110521.910332000	0.373116	125	1
1522110521.910505000	0.373289	1412	0
1522110521.910508000	0.373292	1412	0
1522110521.910612000	0.373396	1412	0
1522110521.910684000	0.373468	1412	0
1522110521.911227000	0.374011	1412	0
1522110521.911229000	0.374013	1412	0
1522110521.911231000	0.374015	1412	0
1522110521.911341000	0.374125	1412	0
1522110521.911343000	0.374127	64	0
1522110521.911409000	0.374193	125	1
1522110521.911512000	0.374296	1412	0
1522110521.911654000	0.374438	1412	0
1522110521.911657000	0.374441	947	0
1522110521.912226000	0.37501	1412	0
1522110521.912228000	0.375012	1412	0
1522110521.912231000	0.375015	1412	0
1522110521.912419000	0.375203	1412	0
1522110521.912495000	0.375279	1412	0
1522110521.913230000	0.376014	1412	0
1522110521.913233000	0.376017	1412	0
1522110521.913235000	0.376019	1412	0
1522110521.913237000	0.376021	1412	0
1522110521.913335000	0.376119	125	1
1522110521.914229000	0.377013	1412	0
1522110521.914232000	0.377016	1412	0
1522110521.914234000	0.377018	1412	0
1522110521.914237000	0.377021	1412	0
1522110521.914239000	0.377023	724	0
1522110521.916267000	0.379051	130	1
1522110521.918634000	0.381418	145	0
1522110521.933229000	0.396013	109	0
1522110522.190402000	0.653186	757	1
1522110522.206114000	0.668898	1412	0
1522110522.206118000	0.668902	1412	0
1522110522.206120000	0.668904	1412	0
1522110522.206243000	0.669027	1412	0
